"bus_date","venue_code","egm_description","manufacturer","fp","turnover_sum","gmp_sum","games_played_sum"
2024-11-07,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,4862.09,24.00,1793.00
2024-11-07,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,1186.63,370.57,1649.00
2024-11-07,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1814.57,105.31,750.00
2024-11-07,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,1734.82,-68.98,1345.00
2024-11-07,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1364.89,287.53,1040.00
2024-11-07,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,5860.66,1434.57,3982.00
2024-11-08,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,5158.38,163.46,2736.00
2024-11-08,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4108.00,1049.30,2353.00
2024-11-08,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,3607.25,-417.80,1376.00
2024-11-08,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,3107.92,343.44,1724.00
2024-11-08,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,4768.00,-839.53,1707.00
2024-11-08,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,6057.46,743.73,3962.00
2024-11-08,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,3450.88,-804.15,1581.00
2024-11-08,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,5682.86,1239.33,2762.00
2024-11-08,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,3522.35,-477.81,1911.00
2024-11-08,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,5784.10,-190.10,3862.00
2024-11-09,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2581.58,-171.25,1453.00
2024-11-09,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,6690.25,429.63,3677.00
2024-11-09,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,4485.50,869.96,1940.00
2024-11-09,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2771.89,-53.06,1786.00
2024-11-09,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,8450.81,-1554.16,3620.00
2024-11-09,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,19749.27,-3712.06,5310.00
2024-11-09,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,3666.42,1627.78,2106.00
2024-11-09,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,1056.13,-853.86,583.00
2024-11-09,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1324.36,579.33,828.00
2024-11-09,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,3490.05,892.17,2199.00
2024-11-10,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,732.50,378.43,767.00
2024-11-10,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,3817.25,1187.16,2937.00
2024-11-10,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,2385.25,462.02,2671.00
2024-11-10,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,638.35,227.65,706.00
2024-11-10,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,8694.60,1294.12,3784.00
2024-11-10,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,2025.80,383.63,1611.00
2024-11-10,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1617.05,575.41,712.00
2024-11-10,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,530.80,2.73,1073.00
2024-11-10,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1432.86,-259.95,1472.00
2024-11-10,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,1765.11,38.57,2043.00
2024-11-11,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,1192.78,48.04,2055.00
2024-11-11,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,5625.50,1592.90,2956.00
2024-11-11,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,4874.00,980.99,1955.00
2024-11-11,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2016.98,-314.46,1051.00
2024-11-11,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,7482.77,1310.45,4156.00
2024-11-11,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,2883.46,580.05,1608.00
2024-11-11,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1355.74,85.08,1151.00
2024-11-11,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,2252.90,-609.99,1510.00
2024-11-11,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,2039.26,554.06,1493.00
2024-11-11,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,2433.02,776.00,1587.00
2024-11-12,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,952.00,327.63,828.00
2024-11-12,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4183.75,1619.71,2826.00
2024-11-12,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,2266.75,384.03,1868.00
2024-11-12,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,686.94,166.24,873.00
2024-11-12,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,6890.64,1881.58,2893.00
2024-11-12,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,9996.27,-879.51,4430.00
2024-11-12,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1599.03,354.64,1301.00
2024-11-12,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,3915.31,551.00,1605.00
2024-11-12,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,607.59,-49.35,1088.00
2024-11-12,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,73.95,57.08,48.00
2024-11-13,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2561.35,138.79,2982.00
2024-11-13,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,7220.50,1263.31,3555.00
2024-11-13,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,4644.25,768.08,1929.00
2024-11-13,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,1497.37,-442.36,1359.00
2024-11-13,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,721.92,243.60,346.00
2024-11-13,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,9015.09,-547.71,5496.00
2024-11-13,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1949.22,786.05,1613.00
2024-11-13,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,2190.76,295.77,1291.00
2024-11-13,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,4307.16,314.16,2445.00
2024-11-13,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,1346.43,641.50,923.00
2024-11-14,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2641.54,-442.84,1838.00
2024-11-14,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4387.00,916.60,1928.00
2024-11-14,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1759.00,647.80,976.00
2024-11-14,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,490.90,-976.14,364.00
2024-11-14,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,1263.03,246.45,1033.00
2024-11-14,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,3939.64,-938.11,3181.00
2024-11-14,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1930.24,615.02,2240.00
2024-11-14,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,3165.34,336.37,1295.00
2024-11-14,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,5032.39,-387.13,2401.00
2024-11-14,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,658.94,221.19,557.00
2024-11-15,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2978.11,419.68,1858.00
2024-11-15,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4132.75,-253.17,4729.00
2024-11-15,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,4199.75,1130.33,3657.00
2024-11-15,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,5324.99,1531.58,1933.00
2024-11-15,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,737.92,288.85,527.00
2024-11-15,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,11433.98,95.06,5873.00
2024-11-15,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,2887.92,505.58,3002.00
2024-11-15,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,5725.39,-339.28,2092.00
2024-11-15,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,4513.24,832.71,2960.00
2024-11-15,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,2879.19,192.84,1360.00
2024-11-16,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,886.40,-468.29,1281.00
2024-11-16,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,1301.00,417.58,1229.00
2024-11-16,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1511.75,190.37,1751.00
2024-11-16,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,752.49,243.24,622.00
2024-11-16,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,597.11,64.46,375.00
2024-11-16,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,12707.08,1420.88,4333.00
2024-11-16,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,3163.72,705.28,3020.00
2024-11-16,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,1986.35,1239.16,1335.00
2024-11-16,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,6829.85,1288.00,4813.00
2024-11-16,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,753.02,176.89,764.00
2024-11-17,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,105.98,41.61,212.00
2024-11-17,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4440.00,-49.90,3475.00
2024-11-17,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1601.75,-30.31,2958.00
2024-11-17,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,750.21,250.09,468.00
2024-11-17,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,366.45,-377.39,267.00
2024-11-17,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,1164.81,56.94,787.00
2024-11-17,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,4102.37,1346.97,2214.00
2024-11-17,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,4514.66,905.23,1858.00
2024-11-17,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,4284.22,-71.40,2614.00
2024-11-17,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,1604.31,427.18,1760.00
2024-11-18,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2192.06,658.04,989.00
2024-11-18,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,5309.25,-882.61,2043.00
2024-11-18,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,6360.25,-520.34,2103.00
2024-11-18,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,1288.44,-209.35,602.00
2024-11-18,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,1105.95,715.47,949.00
2024-11-18,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,2043.05,573.97,1079.00
2024-11-18,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,3171.72,-104.17,2092.00
2024-11-18,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,5715.96,513.07,1817.00
2024-11-18,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,5002.27,1865.81,2054.00
2024-11-18,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,834.84,385.04,797.00
2024-11-19,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,834.77,-197.55,235.00
2024-11-19,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4252.25,926.93,2071.00
2024-11-19,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,563.00,-962.04,842.00
2024-11-19,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,644.02,301.54,966.00
2024-11-19,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,480.30,320.85,663.00
2024-11-19,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,900.53,-409.93,705.00
2024-11-19,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,6944.82,1867.47,3574.00
2024-11-19,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,3482.60,1430.92,2020.00
2024-11-19,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,2674.08,872.46,1988.00
2024-11-19,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,298.69,153.13,357.00
2024-11-20,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,4753.20,1105.42,2579.00
2024-11-20,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,1985.25,473.68,2141.00
2024-11-20,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1212.00,104.12,1221.00
2024-11-20,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,10859.13,245.53,2999.00
2024-11-20,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,2971.37,101.59,1322.00
2024-11-20,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,2911.61,-37.18,2395.00
2024-11-20,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,7395.39,509.04,4662.00
2024-11-20,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,5031.07,-630.99,1768.00
2024-11-20,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,4137.42,-193.77,2394.00
2024-11-20,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,1730.82,490.09,1560.00
2024-11-21,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,1213.22,522.07,1353.00
2024-11-21,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,3225.75,87.79,2510.00
2024-11-21,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,4465.75,138.81,1949.00
2024-11-21,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,3220.29,-40.00,2190.00
2024-11-21,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,1886.11,813.85,1324.00
2024-11-21,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,651.07,-998.25,614.00
2024-11-21,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,9323.84,1975.50,5313.00
2024-11-21,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,642.74,139.43,664.00
2024-11-21,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,411.61,145.29,677.00
2024-11-21,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,3338.92,560.34,2358.00
2024-11-22,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,1949.06,581.81,1901.00
2024-11-22,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,5883.25,1635.16,3957.00
2024-11-22,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1660.25,132.82,1794.00
2024-11-22,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,6969.23,196.65,3746.00
2024-11-22,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,2982.53,-322.04,1540.00
2024-11-22,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,1605.29,501.86,642.00
2024-11-22,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,9455.34,1412.70,6420.00
2024-11-22,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,3482.82,1473.15,1487.00
2024-11-22,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,2391.50,-804.44,1436.00
2024-11-22,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,1457.72,519.57,1283.00
2024-11-23,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,6556.10,86.48,3535.00
2024-11-23,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,2072.25,545.52,1997.00
2024-11-23,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,3211.50,919.26,2440.00
2024-11-23,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2274.49,269.93,1506.00
2024-11-23,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,5911.35,775.26,3410.00
2024-11-23,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,5136.98,1592.00,2316.00
2024-11-23,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,13328.07,529.83,8039.00
2024-11-23,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,2130.11,856.85,1354.00
2024-11-23,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,2343.02,545.26,2496.00
2024-11-23,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,4568.26,408.19,3700.00
2024-11-24,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,6594.21,292.43,2817.00
2024-11-24,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,5102.25,-523.11,3980.00
2024-11-24,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,2492.75,-693.83,2516.00
2024-11-24,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,1062.92,241.66,981.00
2024-11-24,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,3295.67,-695.82,2516.00
2024-11-24,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,4726.21,731.90,2781.00
2024-11-24,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1722.27,-223.87,1309.00
2024-11-24,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,2482.14,771.56,2237.00
2024-11-24,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1423.66,22.92,1170.00
2024-11-24,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,6164.08,1171.01,4736.00
2024-11-25,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,1073.37,-486.25,1063.00
2024-11-25,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,3228.00,-396.38,1949.00
2024-11-25,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1173.75,-89.50,1498.00
2024-11-25,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,792.58,393.42,554.00
2024-11-25,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,1012.15,62.54,886.00
2024-11-25,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,5049.37,459.23,2497.00
2024-11-25,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,286.25,74.37,197.00
2024-11-25,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,2484.39,966.33,1435.00
2024-11-25,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,788.68,220.79,1107.00
2024-11-25,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,4713.47,1456.45,2028.00
2024-11-26,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,660.20,103.99,757.00
2024-11-26,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,1992.25,268.24,1441.00
2024-11-26,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,516.50,-16.33,1050.00
2024-11-26,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,522.72,-15.29,381.00
2024-11-26,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,294.24,-77.89,161.00
2024-11-26,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,4510.51,394.82,5299.00
2024-11-26,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,194.83,146.53,148.00
2024-11-26,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,1761.66,-14.95,1399.00
2024-11-26,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1167.13,-236.79,1293.00
2024-11-26,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,3148.47,490.28,2848.00
2024-11-27,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2804.25,863.48,1602.00
2024-11-27,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4351.00,-1607.73,2499.00
2024-11-27,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,3932.50,-552.56,1165.00
2024-11-27,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,1744.75,-623.53,464.00
2024-11-27,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,2104.49,-33.09,1054.00
2024-11-27,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,10301.39,-2391.17,3553.00
2024-11-27,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1364.11,62.62,1210.00
2024-11-27,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,4338.83,2307.24,1698.00
2024-11-27,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,2086.28,328.28,599.00
2024-11-27,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,7883.44,910.51,4067.00
2024-11-28,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,1040.99,-83.61,2992.00
2024-11-28,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,1813.25,-625.25,1383.00
2024-11-28,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1509.50,307.51,2856.00
2024-11-28,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,1411.04,230.91,2812.00
2024-11-28,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,3082.13,690.19,1488.00
2024-11-28,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,1555.59,284.98,2373.00
2024-11-28,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,7022.69,2150.81,2980.00
2024-11-28,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,9845.09,-2351.88,3597.00
2024-11-28,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1170.98,350.24,867.00
2024-11-28,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,7174.30,1224.92,5656.00
2024-11-29,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,1252.12,274.78,927.00
2024-11-29,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4104.25,1349.57,1623.00
2024-11-29,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,2254.75,118.13,1845.00
2024-11-29,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,892.98,83.06,1068.00
2024-11-29,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,3557.47,502.44,1906.00
2024-11-29,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,8968.38,1540.88,2357.00
2024-11-29,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,2476.20,951.35,2881.00
2024-11-29,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,7952.03,2024.24,3693.00
2024-11-29,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1526.64,472.00,1472.00
2024-11-29,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,4682.18,-431.25,3815.00
2024-11-30,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,944.26,-707.51,822.00
2024-11-30,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,9304.75,2459.84,4352.00
2024-11-30,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,3761.50,293.39,1548.00
2024-11-30,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2469.08,134.54,1475.00
2024-11-30,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,2959.24,769.35,1630.00
